loan_id,customer_id,loan_type,loan_amount,outstanding_amount,interest_rate,loan_term_months,loan_status,application_date,disbursement_date,maturity_date
L0011991,C000795,Mortgage,9812327.89,6494424.11,10.51,120,Current,2021-02-25,2021-03-23,2031-03-23
L0011992,C004699,Personal,1280840.49,1088808.48,15.75,12,Current,2024-08-23,2024-09-21,2025-09-21
L0011993,C005436,Personal,944171.02,680479.86,14.33,36,Current,2022-11-17,2022-11-19,2025-11-19
L0011994,C005581,Personal,489455.78,0.0,14.74,12,Paid Off,2022-01-25,2022-02-25,2023-02-25
L0011995,C007705,Mortgage,3612318.76,0.0,9.0,120,Paid Off,2021-05-02,2021-05-29,2031-05-29
L0011996,C005329,Mortgage,11148998.23,0.0,11.8,120,Paid Off,2021-05-05,2021-05-24,2031-05-24
L0011997,C008622,Business,5700794.64,0.0,10.07,24,Paid Off,2022-10-23,2022-11-09,2024-11-09
L0011998,C001634,Business,5930166.94,2437514.71,12.13,48,Delinquent,2024-04-27,2024-05-03,2028-05-03
L0011999,C007169,Auto,2760441.84,0.0,10.2,36,Closed,2021-09-06,2021-09-24,2024-09-24
L0012000,C004977,Mortgage,9931216.8,8758508.55,10.95,180,Current,2022-12-19,2023-01-20,2038-01-20
L0012001,C009000,Personal,175777.23,166520.04,15.44,48,Current,2024-02-03,2024-02-19,2028-02-19
L0012002,C004455,Mortgage,13824860.51,12382220.61,10.84,240,Current,2022-11-01,2022-11-20,2042-11-20
L0012003,C007411,Auto,864025.7,0.0,13.53,24,Paid Off,2022-11-18,2022-12-21,2024-12-21
L0012004,C004381,Education,1273473.16,0.0,9.97,24,Closed,2022-12-14,2023-01-12,2025-01-12
L0012005,C008371,Business,5316193.66,4948766.85,11.73,48,Current,2021-07-02,2021-07-26,2025-07-26
L0012006,C007383,Mortgage,2324689.5,2045884.49,7.74,240,Current,2021-11-18,2021-12-21,2041-12-21
L0012007,C007101,Business,6271605.08,5222566.83,10.7,36,Delinquent,2024-06-20,2024-07-02,2027-07-02
L0012008,C004174,Personal,392174.44,0.0,14.59,12,Paid Off,2022-01-04,2022-01-18,2023-01-18
L0012009,C000191,Personal,1500000.0,510420.31,18.36,36,Current,2022-02-27,2022-03-04,2025-03-04
L0012010,C008339,Personal,1212583.7,949869.59,11.91,24,Current,2024-07-18,2024-07-27,2026-07-27
L0012011,C006187,Mortgage,10737313.7,9508634.01,9.39,180,Current,2023-08-20,2023-09-17,2038-09-17
L0012012,C006037,Business,2509923.39,0.0,13.29,48,Paid Off,2021-08-21,2021-09-10,2025-09-10
L0012013,C002284,Auto,1602960.64,1179172.81,10.4,60,Current,2022-12-03,2022-12-31,2027-12-31
L0012014,C003032,Auto,597138.99,460520.83,11.58,48,Current,2022-06-11,2022-06-30,2026-06-30
L0012015,C008602,Business,2888947.35,587210.11,12.64,84,Default,2022-10-07,2022-10-29,2029-10-29
L0012016,C009786,Auto,1645816.72,703810.23,11.31,48,Current,2021-04-28,2021-05-15,2025-05-15
L0012017,C003142,Personal,790060.23,0.0,13.96,24,Closed,2021-07-14,2021-08-07,2023-08-07
L0012018,C009651,Business,5976406.92,2236326.23,13.49,24,Delinquent,2023-01-17,2023-01-29,2025-01-29
L0012019,C004420,Mortgage,2323736.94,1969901.17,10.69,240,Current,2023-01-07,2023-01-24,2043-01-24
L0012020,C000754,Mortgage,10895627.8,9821854.05,9.91,240,Current,2024-09-03,2024-09-25,2044-09-25
L0012021,C006664,Personal,421946.55,156243.38,13.36,48,Current,2021-05-31,2021-06-16,2025-06-16
L0012022,C003470,Business,4961151.11,3843762.86,12.22,48,Current,2024-04-20,2024-04-28,2028-04-28
L0012023,C000248,Business,4614207.74,3881184.86,12.85,60,Current,2022-01-20,2022-01-26,2027-01-26
L0012024,C002909,Business,4870834.03,0.0,12.59,24,Paid Off,2021-12-16,2021-12-27,2023-12-27
L0012025,C001691,Personal,459234.62,369400.48,13.1,60,Current,2023-11-12,2023-12-15,2028-12-15
L0012026,C007078,Personal,1112663.39,0.0,14.49,24,Paid Off,2022-05-29,2022-06-23,2024-06-23
L0012027,C008511,Auto,3552174.86,0.0,10.8,36,Paid Off,2021-10-03,2021-10-16,2024-10-16
L0012028,C009289,Mortgage,13709617.1,13003588.24,6.5,120,Current,2021-10-01,2021-10-10,2031-10-10
L0012029,C005772,Personal,370045.23,325497.0,17.12,36,Current,2023-04-21,2023-04-23,2026-04-23
L0012030,C003439,Personal,629558.04,553821.55,14.39,60,Delinquent,2022-03-20,2022-03-30,2027-03-30
L0012031,C005220,Personal,770301.16,663714.96,13.99,24,Current,2023-08-30,2023-09-25,2025-09-25
L0012032,C003030,Personal,977023.21,622876.5,14.63,48,Current,2023-04-03,2023-04-17,2027-04-17
L0012033,C004375,Personal,1014526.83,0.0,18.21,12,Paid Off,2023-11-30,2023-12-31,2024-12-31
L0012034,C009845,Education,1696426.42,1428877.8,9.16,24,Current,2023-09-17,2023-10-15,2025-10-15
L0012035,C008820,Personal,578139.1,465398.08,15.29,48,Current,2022-02-01,2022-03-04,2026-03-04
L0012036,C003337,Mortgage,9482280.93,8587751.45,10.96,60,Current,2021-11-13,2021-11-28,2026-11-28
L0012037,C000332,Mortgage,7368851.82,5981515.6,12.09,60,Current,2023-02-11,2023-02-22,2028-02-22
L0012038,C002135,Education,189387.66,117626.85,9.23,60,Current,2021-03-01,2021-03-11,2026-03-11
L0012039,C007298,Auto,3378979.71,0.0,10.46,24,Paid Off,2021-03-21,2021-03-31,2023-03-31
L0012040,C000547,Personal,779683.08,709133.03,15.17,60,Current,2024-09-17,2024-10-16,2029-10-16
L0012041,C004135,Business,5940299.68,5112901.9,12.97,60,Current,2023-03-11,2023-04-10,2028-04-10
L0012042,C004088,Mortgage,6689912.95,4414999.27,12.15,60,Current,2023-03-09,2023-03-22,2028-03-22
L0012043,C005994,Personal,319192.33,0.0,12.71,24,Paid Off,2021-05-20,2021-05-25,2023-05-25
L0012044,C004652,Mortgage,6302954.48,6010277.92,12.05,60,Current,2024-04-29,2024-05-26,2029-05-26
L0012045,C001227,Mortgage,1430130.51,1151335.27,9.59,120,Current,2021-02-13,2021-02-19,2031-02-19
L0012046,C000416,Personal,860988.19,0.0,13.42,60,Paid Off,2021-02-17,2021-02-27,2026-02-27
L0012047,C003331,Auto,2352037.09,0.0,12.47,36,Closed,2023-04-15,2023-05-13,2026-05-13
L0012048,C005887,Personal,1286421.09,0.0,13.65,24,Paid Off,2021-02-22,2021-03-09,2023-03-09
L0012049,C009148,Mortgage,14848014.84,12658631.02,11.2,120,Current,2023-12-26,2024-01-04,2034-01-04
L0012050,C006799,Business,1888527.86,1564311.87,15.0,84,Current,2022-04-27,2022-05-18,2029-05-18
L0012051,C008753,Mortgage,2413429.64,2092818.18,10.14,60,Current,2024-07-30,2024-08-01,2029-08-01
L0012052,C002374,Business,1019355.86,0.0,16.99,24,Paid Off,2023-03-28,2023-04-04,2025-04-04
L0012053,C002041,Business,4956756.23,0.0,12.01,24,Paid Off,2021-07-28,2021-08-18,2023-08-18
L0012054,C006343,Auto,2342061.27,0.0,11.74,24,Paid Off,2022-05-20,2022-06-07,2024-06-07
L0012055,C000587,Auto,2524989.79,1626444.18,13.99,60,Current,2021-03-06,2021-03-27,2026-03-27
L0012056,C009511,Education,571594.34,463706.42,10.67,60,Current,2022-01-18,2022-02-08,2027-02-08
L0012057,C008303,Education,1561135.03,0.0,11.75,36,Paid Off,2022-12-22,2023-01-14,2026-01-14
L0012058,C005918,Education,1476621.24,1197943.45,9.17,60,Current,2023-05-25,2023-06-05,2028-06-05
L0012059,C005218,Education,1051922.57,0.0,11.08,36,Paid Off,2021-10-04,2021-10-26,2024-10-26
L0012060,C003802,Mortgage,8006980.36,0.0,9.79,180,Paid Off,2023-02-16,2023-03-11,2038-03-11
L0012061,C002968,Personal,784346.04,606146.74,14.79,12,Delinquent,2021-07-19,2021-08-01,2022-08-01
L0012062,C003009,Personal,320705.95,250487.85,14.84,24,Current,2024-06-20,2024-06-24,2026-06-24
L0012063,C004540,Personal,459102.55,0.0,13.85,60,Paid Off,2022-04-02,2022-04-26,2027-04-26
L0012064,C003755,Mortgage,10310673.2,4032303.14,11.75,60,Delinquent,2021-11-13,2021-12-06,2026-12-06
L0012065,C005184,Personal,738977.62,661322.98,13.73,24,Current,2024-01-22,2024-02-14,2026-02-14
L0012066,C003316,Auto,1456681.32,0.0,11.22,24,Paid Off,2022-11-28,2022-12-30,2024-12-30
L0012067,C009567,Personal,272896.94,0.0,14.51,24,Paid Off,2022-08-30,2022-09-22,2024-09-22
L0012068,C003041,Education,331514.5,270643.41,8.23,60,Current,2024-05-27,2024-05-30,2029-05-30
L0012069,C002683,Business,4321996.95,3168259.6,13.09,60,Delinquent,2024-08-09,2024-09-10,2029-09-10
L0012070,C007033,Mortgage,7756785.49,7417290.13,9.82,120,Current,2023-09-11,2023-10-04,2033-10-04
L0012071,C000959,Business,5760607.87,5062383.76,11.8,84,Current,2022-07-03,2022-07-10,2029-07-10
L0012072,C007786,Mortgage,9142159.39,8708751.97,9.79,180,Current,2024-05-09,2024-05-22,2039-05-22
L0012073,C009625,Personal,615087.92,413306.63,15.05,60,Current,2022-08-31,2022-09-27,2027-09-27
L0012074,C004063,Personal,1147145.02,1045689.17,15.25,48,Current,2024-05-17,2024-06-08,2028-06-08
L0012075,C003302,Mortgage,8241188.32,7465568.89,11.75,120,Current,2022-05-16,2022-05-22,2032-05-22
L0012076,C007224,Mortgage,3165298.1,2984596.14,10.75,120,Current,2023-06-18,2023-06-25,2033-06-25
L0012077,C002340,Education,1703311.39,1269242.25,8.61,24,Delinquent,2023-11-10,2023-12-12,2025-12-12
L0012078,C002639,Personal,624645.31,0.0,15.01,12,Paid Off,2021-03-05,2021-03-21,2022-03-21
L0012079,C009802,Business,1248396.96,82870.13,14.48,84,Closed,2021-03-02,2021-03-04,2028-03-04
L0012080,C004900,Personal,837418.69,760121.76,14.5,60,Current,2024-02-03,2024-03-03,2029-03-03
L0012081,C002795,Business,2742805.3,2438815.16,12.8,60,Current,2022-08-19,2022-09-04,2027-09-04
L0012082,C002285,Mortgage,2840052.93,2142567.32,9.72,180,Current,2021-03-29,2021-04-24,2036-04-24
L0012083,C007341,Personal,578406.25,344025.19,15.86,24,Current,2023-12-01,2023-12-29,2025-12-29
L0012084,C007337,Mortgage,11391823.86,9706067.26,10.7,240,Current,2021-05-31,2021-06-13,2041-06-13
L0012085,C001510,Business,1358344.1,106779.37,15.39,24,Closed,2021-08-04,2021-08-22,2023-08-22
L0012086,C005135,Mortgage,1530051.63,1228494.87,14.45,240,Current,2021-09-21,2021-09-28,2041-09-28
L0012087,C009795,Mortgage,3725810.62,3224863.45,9.79,240,Current,2021-09-28,2021-10-26,2041-10-26
L0012088,C006944,Business,6869108.63,3775164.3,12.8,60,Current,2022-03-10,2022-04-04,2027-04-04
L0012089,C008082,Business,6388129.18,4866986.03,14.85,60,Current,2022-12-24,2023-01-02,2028-01-02
L0012090,C005681,Auto,2896704.54,1904297.64,11.83,24,Delinquent,2021-08-30,2021-09-26,2023-09-26
L0012091,C001137,Mortgage,15000000.0,12918628.2,6.5,60,Current,2021-03-01,2021-03-10,2026-03-10
L0012092,C000988,Personal,132916.56,0.0,13.86,12,Paid Off,2021-05-09,2021-05-24,2022-05-24
L0012093,C006648,Mortgage,4519729.6,4029013.15,8.49,180,Current,2023-02-08,2023-03-05,2038-03-05
L0012094,C007540,Personal,217618.86,0.0,14.24,12,Paid Off,2022-07-04,2022-07-21,2023-07-21
L0012095,C008405,Education,1075059.84,0.0,7.78,24,Paid Off,2021-08-08,2021-09-07,2023-09-07
L0012096,C007611,Mortgage,5272243.69,4823024.62,9.22,60,Current,2022-08-30,2022-09-15,2027-09-15
L0012097,C009977,Mortgage,9620788.7,8757891.63,8.04,180,Delinquent,2024-07-21,2024-07-30,2039-07-30
L0012098,C003215,Mortgage,14260651.36,11550449.48,8.78,180,Current,2022-05-27,2022-06-22,2037-06-22
L0012099,C007010,Business,5489240.24,4890492.0,14.11,36,Current,2024-06-18,2024-07-13,2027-07-13
L0012100,C000401,Mortgage,2590498.01,2307180.23,10.6,60,Current,2021-08-13,2021-09-15,2026-09-15
L0012101,C001810,Business,687561.68,568883.25,14.74,24,Current,2024-08-09,2024-09-01,2026-09-01
L0012102,C001195,Auto,3309738.16,3171855.07,12.08,60,Current,2024-06-24,2024-07-28,2029-07-28
L0012103,C002974,Personal,375661.95,0.0,12.32,12,Closed,2021-06-08,2021-07-05,2022-07-05
L0012104,C004580,Personal,1080116.79,0.0,11.7,24,Paid Off,2021-01-25,2021-02-07,2023-02-07
L0012105,C003146,Education,898580.54,0.0,7.31,24,Paid Off,2022-07-03,2022-07-27,2024-07-27
L0012106,C006677,Personal,889600.73,766265.61,17.1,60,Current,2024-09-24,2024-10-18,2029-10-18
L0012107,C000456,Education,629222.2,523547.25,9.35,48,Current,2022-12-24,2023-01-17,2027-01-17
L0012108,C008928,Business,1602881.07,0.0,15.21,48,Paid Off,2021-02-02,2021-03-03,2025-03-03
L0012109,C008737,Business,3552899.37,0.0,12.89,60,Paid Off,2022-12-29,2023-02-01,2028-02-01
L0012110,C009623,Business,8000000.0,5684417.92,12.88,60,Current,2023-08-22,2023-09-18,2028-09-18
L0012111,C009291,Auto,2544266.55,0.0,12.64,24,Closed,2021-06-01,2021-06-27,2023-06-27
L0012112,C009769,Personal,324578.49,195642.48,13.61,60,Current,2021-06-21,2021-06-23,2026-06-23
L0012113,C004796,Mortgage,4546300.59,4187928.01,11.27,180,Current,2023-05-22,2023-06-09,2038-06-09
L0012114,C009096,Mortgage,5464950.27,4364173.9,9.29,240,Current,2022-11-09,2022-12-08,2042-12-08
L0012115,C002739,Personal,809547.78,0.0,11.58,48,Closed,2023-10-01,2023-10-14,2027-10-14
L0012116,C004943,Education,364199.17,226628.65,6.5,24,Current,2023-11-10,2023-12-02,2025-12-02
L0012117,C001437,Business,5082934.25,3964845.42,13.27,48,Current,2024-01-06,2024-01-13,2028-01-13
L0012118,C007201,Auto,4000000.0,2927349.13,12.67,36,Current,2023-05-26,2023-05-30,2026-05-30
L0012119,C009108,Mortgage,5767285.55,4182186.92,9.25,60,Current,2022-05-02,2022-05-25,2027-05-25
L0012120,C006803,Education,667376.34,268949.01,10.54,48,Current,2021-03-16,2021-04-10,2025-04-10
L0012121,C004617,Personal,1048274.02,0.0,14.88,12,Paid Off,2022-07-14,2022-07-18,2023-07-18
L0012122,C009550,Mortgage,11168553.8,0.0,10.93,60,Paid Off,2022-12-31,2023-01-21,2028-01-21
L0012123,C001842,Personal,685219.95,630664.92,14.43,36,Current,2024-08-17,2024-08-27,2027-08-27
L0012124,C009920,Personal,755734.58,0.0,14.21,12,Paid Off,2022-09-17,2022-09-25,2023-09-25
L0012125,C001033,Personal,1366497.58,829595.31,16.26,12,Current,2024-04-10,2024-04-15,2025-04-15
L0012126,C003534,Education,1159096.1,0.0,9.22,24,Paid Off,2023-01-29,2023-02-05,2025-02-05
L0012127,C001588,Mortgage,4207246.84,2889755.86,8.1,180,Default,2023-05-17,2023-06-14,2038-06-14
L0012128,C005316,Business,4337566.94,3521445.85,14.7,84,Current,2024-03-22,2024-04-03,2031-04-03
L0012129,C004352,Business,6280449.23,0.0,11.14,24,Paid Off,2021-12-29,2021-12-31,2023-12-31
L0012130,C008237,Personal,195279.12,177731.57,13.25,60,Current,2023-08-18,2023-09-07,2028-09-07
L0012131,C006348,Business,7484715.2,7083774.13,14.86,84,Current,2024-05-02,2024-05-12,2031-05-12
L0012132,C008060,Mortgage,7674250.91,6494819.08,11.87,240,Current,2024-03-02,2024-03-17,2044-03-17
L0012133,C001980,Mortgage,7239537.85,6045114.63,11.4,180,Current,2022-10-17,2022-11-13,2037-11-13
L0012134,C003296,Business,2447962.13,1959955.12,15.0,60,Current,2023-05-19,2023-05-22,2028-05-22
L0012135,C001209,Business,1514403.9,0.0,14.85,24,Closed,2022-11-19,2022-12-13,2024-12-13
L0012136,C001890,Business,5228084.38,0.0,15.95,48,Paid Off,2022-07-03,2022-08-01,2026-08-01
L0012137,C001799,Mortgage,1000000.0,483409.79,9.82,60,Current,2021-04-27,2021-05-17,2026-05-17
L0012138,C004954,Mortgage,5912996.28,4861753.18,9.69,240,Current,2022-07-18,2022-08-20,2042-08-20
L0012139,C005134,Personal,1116241.84,0.0,12.8,24,Closed,2024-09-07,2024-09-12,2026-09-12
L0012140,C005888,Education,119047.1,76037.47,9.21,48,Current,2022-10-10,2022-11-06,2026-11-06
L0012141,C002400,Personal,1092701.96,0.0,12.38,12,Paid Off,2021-12-01,2022-01-02,2023-01-02
L0012142,C006425,Business,4772408.65,3950259.48,13.26,84,Current,2024-02-27,2024-03-27,2031-03-27
L0012143,C007871,Personal,197195.91,0.0,15.25,24,Closed,2021-10-28,2021-11-07,2023-11-07
L0012144,C006875,Personal,363002.7,0.0,15.55,36,Paid Off,2021-02-18,2021-03-09,2024-03-09
L0012145,C002463,Personal,493194.39,333965.14,13.73,48,Current,2023-06-28,2023-07-26,2027-07-26
L0012146,C003008,Personal,186205.24,138828.89,14.29,60,Current,2023-12-13,2023-12-22,2028-12-22
L0012147,C003057,Personal,706962.89,411889.88,14.06,12,Current,2024-04-23,2024-05-13,2025-05-13
L0012148,C001434,Auto,2392398.18,1703442.19,12.07,60,Current,2022-11-04,2022-12-02,2027-12-02
L0012149,C008208,Business,1117800.5,604122.17,12.74,36,Delinquent,2022-06-15,2022-07-07,2025-07-07
L0012150,C009490,Personal,1200499.63,0.0,16.51,24,Paid Off,2021-10-12,2021-11-11,2023-11-11
L0012151,C001014,Mortgage,5052936.98,3868201.59,10.46,60,Current,2021-06-18,2021-06-25,2026-06-25
L0012152,C003700,Personal,920288.44,0.0,15.18,24,Paid Off,2022-06-24,2022-06-26,2024-06-26
L0012153,C008009,Personal,876998.03,622773.61,14.52,24,Current,2024-05-23,2024-05-25,2026-05-25
L0012154,C002142,Auto,1877375.76,1042635.71,14.12,48,Default,2023-09-20,2023-09-22,2027-09-22
L0012155,C004369,Business,2120285.16,0.0,13.66,36,Paid Off,2021-01-06,2021-01-16,2024-01-16
L0012156,C000132,Personal,281792.38,10326.01,13.96,60,Closed,2022-08-20,2022-09-19,2027-09-19
L0012157,C009932,Personal,1055973.81,0.0,14.73,36,Paid Off,2021-06-26,2021-07-11,2024-07-11
L0012158,C003373,Personal,894522.96,0.0,13.72,36,Paid Off,2022-06-20,2022-07-14,2025-07-14
L0012159,C005599,Personal,949035.54,673167.22,12.64,24,Delinquent,2022-05-31,2022-06-28,2024-06-28
L0012160,C002506,Business,1634951.5,947438.68,13.69,24,Current,2023-12-03,2023-12-13,2025-12-13
L0012161,C002065,Mortgage,9827882.7,8577725.46,11.9,180,Current,2023-05-15,2023-05-27,2038-05-27
L0012162,C006009,Business,1000929.36,881497.47,13.19,36,Current,2022-11-18,2022-12-05,2025-12-05
L0012163,C005846,Personal,306974.84,247241.58,14.95,12,Current,2024-07-01,2024-07-26,2025-07-26
L0012164,C008041,Personal,750392.23,480438.38,11.18,36,Current,2022-06-21,2022-07-15,2025-07-15
L0012165,C004666,Personal,754073.21,633833.91,15.8,36,Current,2023-11-06,2023-11-09,2026-11-09
L0012166,C001194,Personal,624019.94,0.0,17.62,24,Closed,2022-08-10,2022-09-09,2024-09-09
L0012167,C005903,Education,365851.86,0.0,8.71,36,Paid Off,2021-08-26,2021-09-08,2024-09-08
L0012168,C006742,Business,5331145.45,4803621.33,10.64,36,Current,2022-03-28,2022-04-04,2025-04-04
L0012169,C000024,Personal,571951.02,523056.94,12.43,48,Current,2023-07-15,2023-08-08,2027-08-08
L0012170,C005536,Education,1051123.02,893758.25,10.04,24,Current,2024-05-19,2024-06-10,2026-06-10
L0012171,C006504,Education,889821.57,0.0,13.66,36,Paid Off,2021-01-16,2021-01-21,2024-01-21
L0012172,C004210,Mortgage,10501318.67,8380063.13,10.98,60,Current,2023-06-23,2023-07-20,2028-07-20
L0012173,C007887,Personal,55181.35,41218.57,12.4,36,Current,2024-04-26,2024-05-25,2027-05-25
L0012174,C002713,Education,1202822.86,0.0,8.35,36,Closed,2021-11-05,2021-11-14,2024-11-14
L0012175,C001358,Auto,1675391.33,0.0,11.82,36,Closed,2021-10-17,2021-11-08,2024-11-08
L0012176,C008829,Personal,1412508.93,1224743.7,12.31,24,Current,2024-03-13,2024-03-25,2026-03-25
L0012177,C002523,Education,2000000.0,0.0,10.32,48,Paid Off,2021-01-14,2021-01-19,2025-01-19
L0012178,C004425,Mortgage,9416408.23,7214801.83,10.55,120,Current,2022-06-29,2022-07-05,2032-07-05
L0012179,C005234,Personal,467145.01,0.0,14.91,12,Paid Off,2021-01-09,2021-01-15,2022-01-15
L0012180,C004115,Personal,545485.36,0.0,16.09,12,Paid Off,2023-09-25,2023-09-27,2024-09-27
L0012181,C003666,Personal,1092260.79,909332.44,12.86,24,Delinquent,2024-10-30,2024-11-08,2026-11-08
L0012182,C005740,Personal,825281.09,0.0,13.02,36,Paid Off,2021-10-23,2021-11-05,2024-11-05
L0012183,C008229,Mortgage,5570949.3,5321365.14,8.78,180,Current,2022-05-30,2022-06-06,2037-06-06
L0012184,C003288,Education,1432793.56,784061.3,9.16,48,Current,2022-09-09,2022-09-18,2026-09-18
L0012185,C004213,Personal,769489.97,406391.12,13.7,60,Delinquent,2023-06-16,2023-06-30,2028-06-30
L0012186,C005928,Education,560026.59,0.0,7.68,36,Paid Off,2021-11-30,2022-01-02,2025-01-02
L0012187,C001650,Personal,343969.84,0.0,15.8,24,Paid Off,2021-09-13,2021-09-25,2023-09-25
L0012188,C006674,Mortgage,7754343.64,6199246.95,8.78,120,Current,2021-01-22,2021-02-24,2031-02-24
L0012189,C006692,Personal,183933.38,0.0,14.24,24,Paid Off,2023-04-16,2023-05-05,2025-05-05
L0012190,C003281,Personal,218855.04,167077.26,13.64,60,Current,2021-09-04,2021-10-01,2026-10-01
L0012191,C004947,Personal,561025.99,511763.53,14.69,60,Current,2024-01-24,2024-02-02,2029-02-02
L0012192,C005065,Personal,1085270.64,615451.06,16.04,48,Current,2021-11-24,2021-12-16,2025-12-16
L0012193,C000867,Business,1988561.12,1414655.28,13.95,60,Delinquent,2021-02-20,2021-03-14,2026-03-14
L0012194,C000027,Personal,1176896.79,1057782.76,16.72,48,Current,2021-07-11,2021-08-13,2025-08-13
L0012195,C001994,Personal,937529.41,0.0,14.2,24,Paid Off,2021-10-18,2021-11-12,2023-11-12
L0012196,C009730,Mortgage,14285269.07,12185989.08,9.37,120,Current,2024-09-25,2024-10-26,2034-10-26
L0012197,C005025,Personal,930748.52,855749.55,13.59,24,Current,2024-10-15,2024-11-08,2026-11-08
L0012198,C006024,Auto,1225116.71,0.0,13.54,36,Paid Off,2022-04-05,2022-05-06,2025-05-06
L0012199,C001690,Auto,2421074.27,2148754.58,8.38,48,Current,2024-08-07,2024-09-04,2028-09-04
L0012200,C000469,Personal,1175550.49,1002586.78,14.08,60,Current,2022-08-24,2022-08-29,2027-08-29
L0012201,C005199,Personal,1012849.89,952489.16,16.42,24,Current,2024-04-30,2024-05-14,2026-05-14
L0012202,C000222,Mortgage,3494673.04,3023606.93,9.81,120,Current,2023-11-05,2023-11-26,2033-11-26
L0012203,C009562,Business,1760605.26,0.0,11.94,36,Paid Off,2021-11-14,2021-12-18,2024-12-18
L0012204,C007709,Mortgage,4131568.66,3847491.6,11.34,180,Current,2023-09-25,2023-10-09,2038-10-09
L0012205,C007539,Personal,461545.98,208032.97,15.33,24,Current,2023-05-12,2023-05-25,2025-05-25
L0012206,C005830,Personal,472658.39,0.0,13.8,12,Paid Off,2022-04-19,2022-04-24,2023-04-24
L0012207,C007013,Mortgage,15000000.0,12546716.73,10.38,240,Current,2021-08-16,2021-09-10,2041-09-10
L0012208,C005219,Education,1684928.04,0.0,9.26,24,Closed,2022-11-27,2022-12-28,2024-12-28
L0012209,C000977,Mortgage,5277923.48,4617864.43,7.01,120,Current,2024-01-23,2024-01-28,2034-01-28
L0012210,C006168,Auto,1793855.49,830006.56,12.49,60,Delinquent,2021-03-10,2021-03-22,2026-03-22
